year,diss date,Date,site,trt,BC,stem #,stem diam bottom (mm), main stem length (cm),Total Meja,Meja/100 cm,infested,diam top (mm),Tip of Stem broken,side branches (cm),No. empty chambers,total chamber length,live adults,dead adults,dead larvae,dead pupae,parasitoid,live pupa,live larva,Total No. adults
2012,1/29/13,12/3/12,Center,Release,0,27,4.9,41,26,63.4,1,2,b,,9,,12,5,0,,,,,17
2012,1/29/13,12/3/12,Center,Release,0,28,4.4,32,9,28.1,1,2.3,b,,1,,5,3,0,,,,,8
2012,1/29/13,12/3/12,Center,Release,0,29,2.3,17.5,10,57.1,1,1,b,,9,,1,0,0,,,,,1
2012,1/29/13,12/3/12,Center,Release,0,30,3.2,24,12,50,1,1.2,b,,0,,12,0,0,,,,,12
2012,1/29/13,12/3/12,Center,Release,0,31,3.9,31.5,14,44.4,1,2.6,b,,4,,2,8,0,,,,,10
2012,1/29/13,12/3/12,Center,Release,0,32,4.3,32.5,12,36.9,1,1,,,1,,9,2,0,,,,,11
2012,1/29/13,12/3/12,Center,Release,0,33,5.1,42,20,47.6,1,2.1,b,,8,,4,8,0,,,,,12
2012,1/29/13,12/3/12,Center,Release,0,34,8.2,39,12,30.8,1,2,b,,2,,9,1,0,,,,,10
2012,1/29/13,12/3/12,Center,Release,0,35,5.5,48,44,91.7,1,0.7,,,31,,7,6,0,,,,,13
2012,1/29/13,12/3/12,Center,Release,0,36,4.5,38.5,13,33.8,1,1,,,0,,10,3,0,,,,,13
2012,1/29/13,12/3/12,Center,Release,0,37,5.1,50,36,72,1,0.9,b,,31,,0,5,0,,,,,5
2012,1/29/13,12/3/12,Center,Release,0,38,3.7,29,10,34.5,1,1.3,,,4,,6,0,0,,,,,6
2012,1/31/13,12/3/12,Center,Release,0,39,6.1,49,23,46.9,1,2.5,b,,14,,6,3,0,,,,,9
2012,1/31/13,12/3/12,Center,Release,0,40,3.7,32,4,12.5,1,0.5,,,4,,0,0,0,,,,,0
2012,1/31/13,12/3/12,Center,Release,0,41,3.9,33,16,48.5,1,1.7,b,,4,,12,0,0,,,,,12
2012,1/31/13,12/3/12,Center,Release,0,42,5.2,32,11,34.4,1,2.7,b,,1,,10,0,0,,,,,10
2012,1/31/13,12/3/12,Center,Release,0,43,3.3,29,12,41.4,1,1.8,b,,0,,11,1,0,,,,,12
2012,1/31/13,12/3/12,Center,Release,0,44,3.5,32,16,50,1,1.3,,,2,,14,0,0,,,,,14
2012,1/31/13,12/3/12,Center,Release,0,45,3.3,27,17,63,1,1.3,b,,0,,17,0,0,,,,,17
2012,1/31/13,12/3/12,Center,Release,0,46,3.4,37,24,64.9,1,1.6,b,,0,,24,0,0,,,,,24
2012,1/31/13,12/3/12,Center,Release,0,47,3.3,37,19,51.4,1,0.7,,,0,,19,0,0,,,,,19
2012,1/31/13,12/3/12,Center,Release,0,48,2.4,22,8,36.4,1,1.8,b,,6,,2,0,0,,,,,2
2012,1/31/13,12/3/12,Center,Release,0,49,2.7,29,12,41.4,1,0.8,,,0,,12,0,0,,,,,12
2012,1/31/13,12/3/12,Center,Release,0,50,2.6,26,4,15.4,1,1.3,b,,0,,-2,6,0,,,,,4
2012,1/31/13,12/3/12,East,Release,0,1,6.1,62.5,17,27.2,1,1.3,b,,7,,8,2,0,,,,,10
2012,1/31/13,12/3/12,East,Release,0,2,5.1,47.5,20,42.1,1,1,,,0,,20,0,0,,,,,20
2012,1/31/13,12/3/12,East,Release,0,3,5.3,40,23,57.5,1,2,b,,0,,23,0,0,,,,,23
2012,1/31/13,12/3/12,East,Release,0,4,4,47,19,40.4,1,1.6,,,0,,19,0,0,,,,,19
2012,1/31/13,12/3/12,East,Release,0,5,5.3,54,16,29.6,1,0.8,,,0,,16,0,0,,,,,16
2012,1/31/13,12/3/12,East,Release,0,6,6.5,48,32,66.7,1,1.1,,,2,,17,13,0,,,,,30
2012,1/31/13,12/3/12,East,Release,0,7,6.4,54,27,50,1,1.7,b,,1,,17,9,0,,,,,26
2012,1/31/13,12/3/12,East,Release,0,8,1.9,22,3,13.6,1,0.8,,,0,,3,0,0,,,,,3
2012,1/31/13,12/3/12,East,Release,0,9,4.8,50,5,10,1,1.2,,,2,,3,0,0,,,,,3
2012,1/31/13,12/3/12,East,Release,0,10,3.5,29,5,17.2,1,1.1,,,0,,3,2,0,,,,,5
2012,1/31/13,12/3/12,East,Release,0,11,6.2,55,22,40,1,2,b,,0,,21,1,0,,,,,22
2012,1/31/13,12/3/12,East,Release,0,12,4.6,51.5,18,35,1,1.8,,,0,,18,0,0,,,,,18
2012,1/31/13,12/3/12,East,Release,0,13,4.4,51,23,45.1,1,1.8,b,,0,,22,1,0,,,,,23
2012,2/1/13,12/3/12,East,Release,0,14,5,59,48,81.4,1,1.1,b,,0,,40,8,0,,,,,48
2012,2/1/13,12/3/12,East,Release,0,15,4.4,58,31,53.4,1,1.1,b,,1,,30,0,0,,,,,30
2012,2/1/13,12/3/12,East,Release,0,16,4.7,52,23,44.2,1,1,b,,0,,23,0,0,,,,,23
2012,2/1/13,12/3/12,East,Release,0,17,4,41,22,53.7,1,2.1,b,,2,,20,0,0,,,,,20
2012,2/1/13,12/3/12,East,Release,0,18,4.8,47,32,68.1,1,1,,,2,,30,0,0,,,,,30
2012,2/1/13,12/3/12,East,Release,0,19,5.6,47,5,10.6,1,2.4,b,,2,,3,0,0,,,,,3
2012,2/1/13,12/3/12,East,Release,0,20,3.7,47,9,19.1,1,0.5,,,3,,5,1,0,,,,,6
2012,2/1/13,12/3/12,East,Release,0,21,4.2,42,9,21.4,1,2,b,,0,,8,1,0,,,,,9
2012,2/1/13,12/3/12,East,Release,0,22,5.6,46,13,28.3,1,2.6,b,,0,,13,0,0,,,,,13
2012,2/1/13,12/3/12,East,Release,0,23,3.1,42,17,40.5,1,1,,,0,,17,0,0,,,,,17
2012,2/1/13,12/3/12,East,Release,0,24,5.2,45,22,48.9,1,1.5,b,,1,,21,0,0,,,,,21
2012,2/1/13,12/3/12,East,Release,0,25,3.8,39,5,12.8,1,1.3,b,,0,,4,1,0,,,,,5
2012,2/1/13,12/3/12,East,Release,0,26,4.4,34,17,50,1,2.7,b,,0,,14,3,0,,,,,17
2012,2/1/13,12/3/12,East,Release,0,27,6.1,33,34,103,1,2.6,b,,0,,34,0,0,,,,,34
2012,2/1/13,12/3/12,East,Release,0,28,4.2,44,8,18.2,1,1.6,b,,0,,5,3,0,,,,,8
2012,2/1/13,12/3/12,East,Release,0,29,4,40,37,92.5,1,1.9,,,0,,35,2,0,,,,,37
2012,2/1/13,12/3/12,East,Release,0,30,4.3,38,4,10.5,1,1.3,,,1,,1,2,0,,,,,3
2012,2/1/13,12/3/12,East,Release,0,31,4.4,39,17,43.6,1,0.9,,,1,,16,0,0,,,,,16
2012,2/1/13,12/3/12,East,Release,0,32,4.1,28,3,10.7,1,0.9,,,3,,0,0,0,,,,,0
2012,2/1/13,12/3/12,East,Release,0,33,6.9,34,23,67.6,1,1.3,,,0,,12,11,0,,,,,23
2012,2/1/13,12/3/12,East,Release,0,34,6.1,30.5,10,32.8,1,1.5,,,7,,0,3,0,,,,,3
2012,2/1/13,12/3/12,East,Release,0,35,4.7,43,19,44.2,1,1.4,,,0,,18,0,1,,,,,18
2012,2/1/13,12/3/12,East,Release,0,36,5.1,39,7,17.9,1,2.2,,,1,,4,2,0,,,,,6
2012,2/1/13,12/3/12,East,Release,0,37,3.9,29,10,34.5,1,0.9,,,0,,10,0,0,,,,,10
2012,2/1/13,12/3/12,East,Release,0,38,3.6,29.5,9,30.5,1,1.8,,,0,,9,0,0,,,,,9
2012,2/1/13,12/3/12,East,Release,0,39,5.4,38,17,44.7,1,1.6,,,4,,1,12,0,,,,,13
2012,2/1/13,12/3/12,East,Release,0,40,4,37,8,21.6,1,0.9,,,2,,6,0,0,,,,,6
2012,2/1/13,12/3/12,East,Release,0,41,3.8,29,22,75.9,1,1.1,,,0,,22,0,0,,,,,22
2012,2/1/13,12/3/12,East,Release,0,42,3.4,33.5,15,44.8,1,1,,,0,,4,11,0,,,,,15
2012,2/1/13,12/3/12,East,Release,0,43,5.9,39,8,20.5,1,2.1,b,,1,,4,3,0,,,,,7
2012,2/1/13,12/3/12,East,Release,0,44,3.8,31.5,20,63.5,1,1.5,,,0,,20,0,0,,,,,20
2012,2/1/13,12/3/12,East,Release,0,45,3.3,30,12,40,1,1.2,b,,0,,12,0,0,,,,,12
2012,2/1/13,12/3/12,East,Release,0,46,3.8,31,14,45.2,1,2,b,,0,,14,0,0,,,,,14
2012,2/1/13,12/3/12,East,Release,0,47,3.1,27.5,10,36.4,1,0.6,,,2,,8,0,0,,,,,8
2012,2/1/13,12/3/12,East,Release,0,48,2.4,25,10,40,1,1.4,,,0,,10,0,0,,,,,10
2012,2/1/13,12/3/12,East,Release,0,49,4.3,26,12,46.2,1,2.5,b,,1,,8,3,0,,,,,11
2012,2/1/13,12/3/12,East,Release,0,50,4.2,22.5,11,48.9,1,3,b,,2,,9,0,0,,,,,9
2013,11/12/13,11/7/13,USFS-West,Check,1,1,2.1,20,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,2,2.6,21,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,3,2.9,19.5,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,4,2.6,16,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,5,1.9,19,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,6,3.5,25,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,7,2.3,24,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,8,2,16.5,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,9,2.2,14,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,10,2,15.5,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,11,1.7,14.5,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,12,1.7,7.5,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,13,2.5,16.5,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,14,2.8,17,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,15,1.7,13.5,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,16,2.6,15.5,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,17,1.5,9,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,18,2.5,15,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,19,2.7,20.5,0,0,0,,,,0,,,,,,,,,0
2013,11/12/13,11/7/13,USFS-West,Check,1,20,1.6,9,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,1,2,14,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,2,1.9,11,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,3,1.4,11,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,4,2.1,15.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,5,2.2,18.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,6,2.1,15,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,7,1.5,13,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,8,2.4,10,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,9,2.3,12,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,10,2.4,10,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,11,1.6,10,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,12,3.6,28.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,13,2.4,30,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,14,2.1,19,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,15,1.6,11.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,16,1.9,12,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,17,2.9,20.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,18,1.5,11,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,19,2.1,11,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-South,Check,0,20,1.8,14,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,1,2.7,23.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,2,2.4,9,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,3,3.6,19,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,4,2.1,16.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,5,2.2,12,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,6,3,13.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,7,1.7,10.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,8,2.3,12,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,9,2,6,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,10,1.8,11,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,11,1.8,6.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,12,1.6,12.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,13,1.7,7.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,14,1.8,14,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,15,2.4,12.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,16,2.3,11.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,17,2.6,13.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,18,1.4,7,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,19,1.6,12,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,USFS-North,Check,1,20,2.6,7,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,1,2.3,11.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,2,2.2,13,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,3,2.6,22,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,4,2.8,14.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,5,1.9,10.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,6,2.7,10,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,7,2.3,8,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,8,3.5,21,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,9,3.2,15.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,10,2.1,19,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,11,3,20,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,12,3.9,25,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,13,2.7,13,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,14,3.1,23.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,15,2.5,14.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,16,1.7,13,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,17,1.9,18,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,18,2.3,8.5,0,0,0,,,,0,,,,,,,,,0
2013,11/13/13,11/7/13,Center,Release,0,19,2.1,13,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,1,2.4,9.5,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,2,3.1,16.5,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,3,2.6,4,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,4,1.6,8.5,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,5,2.4,11,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,6,1.9,13,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,7,2.5,12.5,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,8,1.8,11,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,9,2,11,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,10,2.3,11,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,11,2.3,13,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,12,1.7,8.5,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,13,1.8,8,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,14,3.1,14.5,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,15,2.4,10,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,16,2.1,12.5,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,17,1.7,7.5,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,18,2.6,9,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,19,1.5,12,0,0,0,,,,0,,,,,,,,,0
2013,11/14/13,11/7/13,West,Release,1,20,1.7,14,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,1,1.8,12,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,2,2.6,8,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,3,2,6,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,4,2.2,10.5,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,5,2.7,5,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,6,2.1,18,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,7,2.4,13,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,8,1.8,9,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,9,1.6,12,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,10,2.1,9,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,11,2.8,16.5,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,12,1.4,5,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,13,2.2,10,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,14,1.8,11,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,15,2,4,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,16,1.9,2,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,17,2.1,13,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,18,2.4,5,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,19,1.6,13,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,20,2.7,8,0,0,0,,,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,1,7,91,0,0,0,,b,8,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,7,4.2,38,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,8,5.3,45,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,9,6.7,56,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,11,7.3,54,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,12,8.8,70,0,0,0,,b,49,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,14,4.5,55,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,15,4.4,78,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,16,5.3,57,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,20,6.4,47,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,21,6.2,44,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,24,5.6,66,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,25,5.5,49,0,0,0,,b,33,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,29,5.2,68,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,30,8.4,59,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,34,5.4,48,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,35,7.3,58,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,37,6.8,45,0,0,0,,b,45,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,38,2.8,40,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,41,3.4,34,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,42,6,43,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,43,2.7,17,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,45,7.5,32,0,0,0,,b,87,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,52,5,53,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,53,3.2,41,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,56,3.3,27,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,57,4.1,31,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,58,6.3,39,0,0,0,,b,79,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,59,9.1,70,0,0,0,,b,116,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,65,3.8,74,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,66,5.5,46,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,69,4.3,49,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,73,6.3,61,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,76,5.7,44,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,77,3.7,60,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,78,7.6,58,0,0,0,,b,128,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,79,6.1,52,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,80,7.6,50,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,81,5.9,42,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,82,6.6,48,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,88,3.7,33,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,89,7.9,59,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,90,6.6,48,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,100,5.1,41,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,104,3.8,28,0,0,0,,b,32,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,105,5.6,57,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,106,5.8,34,0,0,0,,b,37,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,107,6.8,46,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,108,4.9,49,0,0,0,,b,13,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,123,5.4,34,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,124,5.1,36,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,125,4.1,45,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,126,6.3,35,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,127,5.2,33,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,128,2.6,27,4,14.8,1,,b,,4,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,129,4.5,28,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,130,6.2,32,0,0,0,,b,,0,,,,,,,,,0
